species_id,group_name,invname,comname,alt_status,sciname,status_category,region_name,id,abbrev,region_num,region_desc,vip,status
5671,Flowering Plants,"Mountain-mahogany, Catalina Island",Catalina Island mountain-mahogany,,Cercocarpus traskiae,Listed,Region 8,526,Wherever found,8,Pacific Southwest Region,P,Endangered
6388,Flowering Plants,`Akoko,`Akoko,,Euphorbia remyi var. remyi,Listed,Region 1,1607,Wherever found,1,Pacific Region,P,Endangered
3746,Flowering Plants,"Wooly-threads, San Joaquin",San Joaquin wooly-threads,,Monolopia (=Lembertia) congdonii,Listed,Region 8,1123,Wherever found,8,Pacific Southwest Region,P,Endangered
6165,Flowering Plants,`Oha wai,`Oha wai,,Clermontia pyrularia,Listed,Region 1,673,Wherever found,1,Pacific Region,P,Endangered
3702,Flowering Plants,"Paintbrush, ash-grey",Ash-grey paintbrush,,Castilleja cinerea,Listed,Region 8,523,Wherever found,8,Pacific Southwest Region,P,Threatened
5809,Flowering Plants,"Bellflower, Brooksville",Brooksville bellflower,,Campanula robinsiae,Listed,Region 4,653,,4,Southeast Region,P,Endangered
4584,Flowering Plants,Pamakani,Pamakani,,Tetramolopium capillare,Listed,Region 1,846,Wherever found,1,Pacific Region,P,Endangered
7777,Flowering Plants,"Cactus, Chisos Mountain hedgehog",Chisos Mountain hedgehog Cactus,,Echinocereus chisoensis var. chisoensis,Listed,Region 2,925,Wherever found,2,Southwest Region,P,Threatened
4274,Flowering Plants,"Larkspur, San Clemente Island",San Clemente Island larkspur,Proposed Delisting,Delphinium variegatum ssp. kinkiense,Listed,Region 8,694,Wherever found,8,Pacific Southwest Region,P,Endangered
5253,Flowering Plants,No common name,No common name,,Aristida chaseae,Listed,Region 4,1085,Wherever found,4,Southeast Region,P,Endangered
3848,Flowering Plants,Nohoanu,Nohoanu,,Geranium multiflorum,Listed,Region 1,939,Wherever found,1,Pacific Region,P,Endangered
3893,Flowering Plants,No common name,No common name,,Gouania meyenii,Listed,Region 1,720,Wherever found,1,Pacific Region,P,Endangered
4709,Flowering Plants,"Chaff-flower, round-leaved",Round-leaved chaff-flower,,Achyranthes splendens var. rotundata,Listed,Region 1,874,Wherever found,1,Pacific Region,P,Endangered
1463,Flowering Plants,"Peperomia, Wheeler's",Wheeler's peperomia,,Peperomia wheeleri,Listed,Region 4,980,Wherever found,4,Southeast Region,P,Endangered
4582,Flowering Plants,"Blazingstar, Ash Meadows",Ash Meadows blazingstar,,Mentzelia leucophylla,Listed,Region 8,776,Wherever found,8,Pacific Southwest Region,P,Threatened
2859,Flowering Plants,"Cactus, Kuenzler hedgehog",Kuenzler hedgehog cactus,,Echinocereus fendleri var. kuenzleri,Listed,Region 2,701,Wherever found,2,Southwest Region,P,Threatened
4713,Flowering Plants,nehe,nehe,,Lipochaeta waimeaensis,Listed,Region 1,964,Wherever found,1,Pacific Region,P,Endangered
7487,Flowering Plants,Snakeroot,Snakeroot,,Eryngium cuneifolium,Listed,Region 4,932,,4,Southeast Region,P,Endangered
5366,Flowering Plants,`Aiea,`Aiea,,Nothocestrum peltatum,Listed,Region 1,781,Wherever found,1,Pacific Region,P,Endangered
4935,Flowering Plants,Haha,Haha,,Cyanea procera,Listed,Region 1,1104,Wherever found,1,Pacific Region,P,Endangered
4928,Flowering Plants,No common name,No common name,,Remya kauaiensis,Listed,Region 1,814,Wherever found,1,Pacific Region,P,Endangered
9753,Flowering Plants,"halumtano, Cebello",Cebello halumtano,,Bulbophyllum guamense,Listed,Region 1,10719,Wherever found,1,Pacific Region,P,Threatened
4666,Flowering Plants,'Awiwi,'Awiwi,,Kadua cookiana,Listed,Region 1,724,Wherever found,1,Pacific Region,P,Endangered
1670,Flowering Plants,No common name,No common name,,Spermolepis hawaiiensis,Listed,Region 1,1154,Wherever found,1,Pacific Region,P,Endangered
2687,Flowering Plants,"Paintbrush, Tiburon",Tiburon paintbrush,,Castilleja affinis ssp. neglecta,Listed,Region 8,898,Wherever found,8,Pacific Southwest Region,P,Endangered
1742,Flowering Plants,"Reedgrass, Maui",Maui reedgrass,,Calamagrostis expansa,Listed,Region 1,7116,Wherever found,1,Pacific Region,P,Endangered
7208,Flowering Plants,"Flax, Carter's small-flowered",Carter's small-flowered flax,,Linum carteri carteri,Listed,Region 4,7206,,4,Southeast Region,P,Endangered
817,Flowering Plants,Erubia,Erubia,,Solanum drymophilum,Listed,Region 4,1002,Wherever found,4,Southeast Region,P,Endangered
5217,Flowering Plants,"Sumac, Michaux's",Michaux's sumac,,Rhus michauxii,Listed,Region 4,992,Wherever found,4,Southeast Region,P,Endangered
5909,Flowering Plants,"Rock-cress, Hoffmann's",Hoffmann's rock-cress,,Arabis hoffmannii,Listed,Region 8,501,Wherever found,8,Pacific Southwest Region,P,Endangered
1171,Flowering Plants,Alani,Alani,,Melicope makahae,Listed,Region 1,3728,Wherever found,1,Pacific Region,P,Endangered
5393,Ferns and Allies,No common name,No common name,,Elaphoglossum serpens,Listed,Region 4,1212,Wherever found,4,Southeast Region,P,Endangered
3348,Flowering Plants,"wild buckwheat, clay-loving",Clay-Loving wild buckwheat,,Eriogonum pelinophilum,Listed,Region 6,930,Wherever found,6,Mountain Prairie Region,P,Endangered
5845,Flowering Plants,No common name,No common name,,Phyllostegia kaalaensis,Listed,Region 1,1184,Wherever found,1,Pacific Region,P,Endangered
4918,Flowering Plants,Palo de nigua,Palo de nigua,,Cornutia obovata,Listed,Region 4,909,Wherever found,4,Southeast Region,P,Endangered
9757,Flowering Plants,No common name,No common name,,Nervilia jacksoniae,Listed,Region 1,10724,Wherever found,1,Pacific Region,P,Threatened
8583,Ferns and Allies,Hohiu,Hohiu,,Dryopteris glabra var. pusilla,Listed,Region 1,2782,Wherever found,1,Pacific Region,P,Endangered
6024,Flowering Plants,`Akoko,`Akoko,,Euphorbia rockii,Listed,Region 1,1180,Wherever found,1,Pacific Region,P,Endangered
6297,Flowering Plants,"Sneezeweed, Virginia",Virginia sneezeweed,,Helenium virginicum,Listed,Region 5,1028,Wherever found,5,Northeast Region,P,Threatened
3210,Flowering Plants,"Malacothrix, Santa Cruz Island",Santa Cruz Island malacothrix,,Malacothrix indecora,Listed,Region 8,1130,Wherever found,8,Pacific Southwest Region,P,Endangered
1272,Flowering Plants,"Manaca, palma de",Palma de manaca,,Calyptronoma rivalis,Listed,Region 4,896,Wherever found,4,Southeast Region,P,Threatened
5256,Flowering Plants,No common name,No common name,,Silene perlmanii,Listed,Region 1,1152,Wherever found,1,Pacific Region,P,Endangered
1296,Flowering Plants,Papala,Papala,,Charpentiera densiflora,Listed,Region 1,3388,Wherever found,1,Pacific Region,P,Endangered
7786,Flowering Plants,Alani,Alani,,Melicope balloui,Listed,Region 1,765,Wherever found,1,Pacific Region,P,Endangered
851,Flowering Plants,Haha,Haha,,Cyanea grimesiana ssp. grimesiana,Listed,Region 1,684,Wherever found,1,Pacific Region,P,Endangered
5364,Flowering Plants,Koki`o ke`oke`o,Koki`o ke`oke`o,,Hibiscus waimeae ssp. hannerae,Listed,Region 1,738,Wherever found,1,Pacific Region,P,Endangered
6793,Flowering Plants,"`Akoko, Ewa Plains",Ewa Plains `akoko,,Euphorbia skottsbergii var. skottsbergii,Listed,Region 1,665,Wherever found,1,Pacific Region,P,Endangered
1081,Flowering Plants,"Pennyroyal, Todsen's",Todsen's pennyroyal,,Hedeoma todsenii,Listed,Region 2,871,Wherever found,2,Southwest Region,P,Endangered
7060,Flowering Plants,"Oak, Hinckley",Hinckley oak,,Quercus hinckleyi,Listed,Region 2,812,Wherever found,2,Southwest Region,P,Threatened
4737,Ferns and Allies,No common name,No common name,,Microlepia strigosa var. mauiensis,Listed,Region 1,1840,Wherever found,1,Pacific Region,P,Endangered
6389,Flowering Plants,"Rosemary, Apalachicola",Apalachicola rosemary,,Conradina glabra,Listed,Region 4,676,,4,Southeast Region,P,Endangered
4692,Ferns and Allies,Kupukupu makalii,Kupukupu makalii,,Cyclosorus boydiae,Listed,Region 1,1311,Wherever found,1,Pacific Region,P,Endangered
2229,Flowering Plants,"Sandwort, Marsh",Marsh Sandwort,,Arenaria paludicola,Listed,Region 8,881,Wherever found,8,Pacific Southwest Region,P,Endangered
7992,Flowering Plants,loulu,loulu,,Pritchardia viscosa,Listed,Region 1,1144,Wherever found,1,Pacific Region,P,Endangered
2896,Flowering Plants,"Pitcher-plant, green",Green pitcher-plant,,Sarracenia oreophila,Listed,Region 4,819,Wherever found,4,Southeast Region,P,Endangered
1658,Flowering Plants,"Mustard, slender-petaled",Slender-petaled mustard,,Thelypodium stenopetalum,Listed,Region 8,1009,Wherever found,8,Pacific Southwest Region,P,Endangered
6312,Flowering Plants,Haha,Haha,,Cyanea acuminata,Listed,Region 1,1175,Wherever found,1,Pacific Region,P,Endangered
5818,Flowering Plants,Alani,Alani,,Melicope munroi,Listed,Region 1,770,Wherever found,1,Pacific Region,P,Endangered
8452,Flowering Plants,"Phacelia, clay",Clay phacelia,,Phacelia argillacea,Listed,Region 6,796,Wherever found,6,Mountain Prairie Region,P,Endangered
4069,Flowering Plants,"Pawpaw, beautiful",Beautiful pawpaw,,Deeringothamnus pulchellus,Listed,Region 4,922,,4,Southeast Region,P,Endangered
9079,Flowering Plants,"Monkeyflower, Vandenberg",Vandenberg monkeyflower,,Diplacus vandenbergensis,Listed,Region 8,10076,Wherever found,8,Pacific Southwest Region,P,Endangered
6802,Flowering Plants,No common name,No common name,,Daphnopsis helleriana,Listed,Region 4,921,Wherever found,4,Southeast Region,P,Endangered
4718,Flowering Plants,Koki`o,Koki`o,,Kokia drynarioides,Listed,Region 1,746,Wherever found,1,Pacific Region,P,Endangered
3476,Flowering Plants,nehe,nehe,,Melanthera kamolensis,Listed,Region 1,961,Wherever found,1,Pacific Region,P,Endangered
884,Flowering Plants,Holei,Holei,,Ochrosia haleakalae,Listed,Region 1,7067,Wherever found,1,Pacific Region,P,Endangered
4604,Flowering Plants,Kamakahala,Kamakahala,,Labordia tinifolia var. wahiawaensis,Listed,Region 1,1178,Wherever found,1,Pacific Region,P,Endangered
2542,Flowering Plants,No common name,No common name,,Tabernaemontana rotensis,Listed,Region 1,1266,Wherever found,1,Pacific Region,P,Threatened
8243,Flowering Plants,"phlox, Yreka",Yreka phlox,,Phlox hirsuta,Listed,Region 8,588,Wherever found,8,Pacific Southwest Region,P,Endangered
4459,Flowering Plants,"Lupine, clover (Tidestrom''s)",Clover (Tidestrom''s) lupine,,Lupinus tidestromii,Listed,Region 8,966,Wherever found,8,Pacific Southwest Region,P,Endangered
4667,Flowering Plants,pilo,pilo,,Kadua laxiflora,Listed,Region 1,727,Wherever found,1,Pacific Region,P,Endangered
2400,Flowering Plants,Kaulu,Kaulu,,Pteralyxia macrocarpa,Listed,Region 1,2265,Wherever found,1,Pacific Region,P,Endangered
2411,Flowering Plants,"Ivesia, Ash Meadows",Ash Meadows ivesia,,Ivesia kingii var. eremica,Listed,Region 8,743,Wherever found,8,Pacific Southwest Region,P,Threatened
8245,Flowering Plants,"Cactus, Peebles Navajo",Peebles Navajo cactus,,Pediocactus peeblesianus ssp. peeblesianus,Listed,Region 2,793,Wherever found,2,Southwest Region,P,Endangered
8113,Flowering Plants,Palo de ramon,Palo de ramon,,Banara vanderbiltii,Listed,Region 4,890,Wherever found,4,Southeast Region,P,Endangered
250,Flowering Plants,"Monardella, willowy",Willowy monardella,,Monardella viminea,Listed,Region 8,576,Wherever found,8,Pacific Southwest Region,P,Endangered
1340,Flowering Plants,"Checker-mallow, pedate",Pedate checker-mallow,,Sidalcea pedata,Listed,Region 8,1000,Wherever found,8,Pacific Southwest Region,P,Endangered
7573,Flowering Plants,"Spineflower, Orcutt's",Orcutt's spineflower,,Chorizanthe orcuttiana,Listed,Region 8,529,Wherever found,8,Pacific Southwest Region,P,Endangered
1281,Flowering Plants,Kolea,Kolea,,Myrsine mezii,Listed,Region 1,1521,Wherever found,1,Pacific Region,P,Endangered
9495,Flowering Plants,No common name,No common name,,Schiedea diffusa ssp. macraei,Listed,Region 1,10483,Wherever found,1,Pacific Region,P,Endangered
3332,Flowering Plants,"Poppy, Sacramento prickly",Sacramento prickly poppy,,Argemone pleiacantha ssp. pinnatisecta,Listed,Region 2,633,Wherever found,2,Southwest Region,P,Endangered
2281,Flowering Plants,Popolo,Popolo,,Solanum nelsonii,Listed,Region 1,6870,Wherever found,1,Pacific Region,P,Endangered
8309,Flowering Plants,"Clarkia, Springville",Springville clarkia,,Clarkia springvillensis,Listed,Region 8,1022,Wherever found,8,Pacific Southwest Region,P,Threatened
3618,Flowering Plants,No common name,No common name,,Auerodendron pauciflorum,Listed,Region 4,1091,Wherever found,4,Southeast Region,P,Endangered
4583,Flowering Plants,"Pinkroot, gentian",Gentian pinkroot,,Spigelia gentianoides,Listed,Region 4,836,,4,Southeast Region,P,Endangered
4068,Flowering Plants,Haha,Haha,,Cyanea stictophylla,Listed,Region 1,917,Wherever found,1,Pacific Region,P,Endangered
5558,Flowering Plants,"Fiddleneck, large-flowered",Large-flowered fiddleneck,,Amsinckia grandiflora,Listed,Region 8,626,Wherever found,8,Pacific Southwest Region,P,Endangered
1584,Flowering Plants,loulu,loulu,,Pritchardia kaalae,Listed,Region 1,1062,Wherever found,1,Pacific Region,P,Endangered
6575,Flowering Plants,"Woolly-star, Santa Ana River",Santa Ana River woolly-star,,Eriastrum densifolium ssp. sanctorum,Listed,Region 8,927,Wherever found,8,Pacific Southwest Region,P,Endangered
5969,Flowering Plants,Alani,Alani,,Melicope pallida,Listed,Region 1,772,Wherever found,1,Pacific Region,P,Endangered
7738,Flowering Plants,"Dropwort, Canby's",Canby's dropwort,,Oxypolis canbyi,Listed,Region 4,976,Wherever found,4,Southeast Region,P,Endangered
5992,Flowering Plants,"Cactus, Lloyd''s Mariposa",Lloyd''s Mariposa cactus,,Sclerocactus mariposensis,Listed,Region 2,705,Wherever found,2,Southwest Region,P,Threatened
8339,Flowering Plants,"Gladecress, Texas golden",Texas golden Gladecress,,Leavenworthia texana,Listed,Region 2,1400,Wherever found,2,Southwest Region,P,Endangered
2240,Flowering Plants,"Skullcap, Florida",Florida skullcap,,Scutellaria floridana,Listed,Region 4,997,,4,Southeast Region,P,Threatened
3175,Flowering Plants,"Bird's-beak, Pennell's",Pennell's bird's-beak,,Cordylanthus tenuis ssp. capillaris,Listed,Region 8,1023,Wherever found,8,Pacific Southwest Region,P,Endangered
2750,Flowering Plants,No common name,No common name,,Neraudia angulata,Listed,Region 1,1226,Wherever found,1,Pacific Region,P,Endangered
2301,Flowering Plants,No common name,No common name,,Keysseria (=Lagenifera) erici,Listed,Region 1,4487,Wherever found,1,Pacific Region,P,Endangered
2927,Flowering Plants,No common name,No common name,,Abutilon eremitopetalum,Listed,Region 1,616,Wherever found,1,Pacific Region,P,Endangered
2005,Flowering Plants,Haha,Haha,,Cyanea humboldtiana,Listed,Region 1,535,Wherever found,1,Pacific Region,P,Endangered
4726,Flowering Plants,No common name,No common name,,Festuca hawaiiensis,Listed,Region 1,6176,Wherever found,1,Pacific Region,P,Endangered
9242,Flowering Plants,haha,haha,,Cyanea munroi,Listed,Region 1,10227,Wherever found,1,Pacific Region,P,Endangered
5962,Flowering Plants,"Blazingstar, Heller's",Heller's blazingstar,,Liatris helleri,Listed,Region 4,959,Wherever found,4,Southeast Region,P,Threatened
7921,Flowering Plants,"Love grass, Fosberg's",Fosberg's love grass,,Eragrostis fosbergii,Listed,Region 1,545,Wherever found,1,Pacific Region,P,Endangered
3604,Ferns and Allies,"Fern, Alabama streak-sorus",Alabama streak-sorus fern,,Thelypteris pilosa var. alabamensis,Listed,Region 4,1209,Wherever found,4,Southeast Region,P,Threatened
7485,Flowering Plants,"Blue-star, Kearney's",Kearney's blue-star,,Amsonia kearneyana,Listed,Region 2,878,Wherever found,2,Southwest Region,P,Endangered
2749,Flowering Plants,Chupacallos,Chupacallos,,Pleodendron macranthum,Listed,Region 4,985,Wherever found,4,Southeast Region,P,Endangered
7344,Flowering Plants,"Vervain, Red Hills",Red Hills vervain,,Verbena californica,Listed,Region 8,1013,Wherever found,8,Pacific Southwest Region,P,Threatened
1325,Flowering Plants,`Awikiwiki,`Awikiwiki,,Canavalia napaliensis,Listed,Region 1,2118,Wherever found,1,Pacific Region,P,Endangered
5321,Flowering Plants,Popolo,Popolo,,Cyanea solanacea,Listed,Region 1,5956,Wherever found,1,Pacific Region,P,Endangered
3300,Flowering Plants,"Milk-vetch, Clara Hunt's",Clara Hunt's milk-vetch,,Astragalus clarianus,Listed,Region 8,508,Wherever found,8,Pacific Southwest Region,P,Endangered
9619,Ferns and Allies,olua,olua,,Hypolepis hawaiiensis var. mauiensis,Listed,Region 1,10594,Wherever found,1,Pacific Region,P,Endangered
8873,Flowering Plants,"mallow, Gierisch",Gierisch mallow,,Sphaeralcea gierischii,Listed,Region 2,9929,Wherever found,2,Southwest Region,P,Endangered
4026,Flowering Plants,Mapele,Mapele,,Cyrtandra cyaneoides,Listed,Region 1,1109,Wherever found,1,Pacific Region,P,Endangered
3615,Flowering Plants,"daisy, Lakeside",Lakeside daisy,,Hymenoxys herbacea,Listed,Region 3,1059,Wherever found,3,Midwest Region,P,Threatened
5343,Flowering Plants,"Cactus, Nichol's Turk's head",Nichol's Turk's head cactus,,Echinocactus horizonthalonius var. nicholii,Listed,Region 2,700,Wherever found,2,Southwest Region,P,Endangered
8287,Flowering Plants,"Ambrosia, San Diego",San Diego ambrosia,,Ambrosia pumila,Listed,Region 8,500,Wherever found,8,Pacific Southwest Region,P,Endangered
1669,Flowering Plants,"Orchid, western prairie fringed",Western prairie fringed Orchid,,Platanthera praeclara,Listed,Region 3,1080,Wherever found,3,Midwest Region,P,Threatened
1602,Flowering Plants,loulu,loulu,,Pritchardia hardyi,Listed,Region 1,2727,Wherever found,1,Pacific Region,P,Endangered
1452,Flowering Plants,No common name,No common name,,Delissea rhytidosperma,Listed,Region 1,692,Wherever found,1,Pacific Region,P,Endangered
1739,Flowering Plants,"Ground-plum, Guthrie's (=Pyne's)",Guthrie's (=Pyne's) ground-plum,,Astragalus bibullatus,Listed,Region 4,1087,Wherever found,4,Southeast Region,P,Endangered
5031,Flowering Plants,"Larkspur, Baker's",Baker's larkspur,,Delphinium bakeri,Listed,Region 8,539,Wherever found,8,Pacific Southwest Region,P,Endangered
3268,Flowering Plants,Ko`oloa`ula,Ko`oloa`ula,,Abutilon menziesii,Listed,Region 1,617,Wherever found,1,Pacific Region,P,Endangered
8579,Flowering Plants,"Sedge, Navajo",Navajo sedge,,Carex specuicola,Listed,Region 2,656,Wherever found,2,Southwest Region,P,Threatened
7340,Flowering Plants,"Checker-mallow, Nelson's",Nelson's checker-mallow,Proposed Delisting,Sidalcea nelsoniana,Listed,Region 1,828,Wherever found,1,Pacific Region,P,Threatened
2512,Flowering Plants,Nani wai`ale`ale,Nani wai`ale`ale,,Viola kauaiensis var. wahiawaensis,Listed,Region 1,865,Wherever found,1,Pacific Region,P,Endangered
3337,Flowering Plants,"Pitaya, Davis' green",Davis' green pitaya,,Echinocereus viridiflorus var. davisii,Listed,Region 2,704,Wherever found,2,Southwest Region,P,Endangered
5297,Flowering Plants,No common name,No common name,,Hesperomannia arbuscula,Listed,Region 1,732,Wherever found,1,Pacific Region,P,Endangered
1684,Flowering Plants,Hau kuahiwi,Hau kuahiwi,,Hibiscadelphus hualalaiensis,Listed,Region 1,561,Wherever found,1,Pacific Region,P,Endangered
4454,Flowering Plants,"Boxwood, Vahl's",Vahl's boxwood,,Buxus vahlii,Listed,Region 4,893,Wherever found,4,Southeast Region,P,Endangered
3280,Flowering Plants,"Beaked-rush, Knieskern's",Knieskern's Beaked-rush,,Rhynchospora knieskernii,Listed,Region 5,1228,Wherever found,5,Northeast Region,P,Threatened
738,Flowering Plants,Haha,Haha,,Cyanea asarifolia,Listed,Region 1,1099,Wherever found,1,Pacific Region,P,Endangered
3736,Flowering Plants,"Ridge-cress, Barneby",Barneby ridge-cress,,Lepidium barnebyanum,Listed,Region 6,749,Wherever found,6,Mountain Prairie Region,P,Endangered
4185,Flowering Plants,Alani,Alani,,Melicope christophersenii,Listed,Region 1,3472,Wherever found,1,Pacific Region,P,Endangered
5361,Flowering Plants,"bladderpod, Missouri",Missouri bladderpod,,Physaria filiformis,Listed,Region 3,8392,Wherever found,3,Midwest Region,P,Threatened
3281,Flowering Plants,"Meadowrue, Cooley's",Cooley's meadowrue,,Thalictrum cooleyi,Listed,Region 4,852,Wherever found,4,Southeast Region,P,Endangered
2735,Flowering Plants,No common name,No common name,,Schiedea obovata,Listed,Region 1,622,Wherever found,1,Pacific Region,P,Endangered
6701,Flowering Plants,"Twinpod, Dudley Bluffs",Dudley Bluffs twinpod,,Physaria obcordata,Listed,Region 6,1061,Wherever found,6,Mountain Prairie Region,P,Threatened
2031,Flowering Plants,Haha,Haha,,Cyanea calycina,Listed,Region 1,3540,Wherever found,1,Pacific Region,P,Endangered
4708,Flowering Plants,No common name,No common name,,Sanicula purpurea,Listed,Region 1,601,Wherever found,1,Pacific Region,P,Endangered
3364,Flowering Plants,No common name,No common name,,Cyperus fauriei,Listed,Region 1,1131,Wherever found,1,Pacific Region,P,Endangered
596,Flowering Plants,Capa rosa,Capa rosa,,Callicarpa ampla,Listed,Region 4,894,Wherever found,4,Southeast Region,P,Endangered
1286,Flowering Plants,"Chaffseed, American",American chaffseed,,Schwalbea americana,Listed,Region 4,996,Wherever found,4,Southeast Region,P,Endangered
5708,Flowering Plants,Koki`o ke`oke`o,Koki`o ke`oke`o,,Hibiscus arnottianus ssp. immaculatus,Listed,Region 1,947,Wherever found,1,Pacific Region,P,Endangered
4551,Flowering Plants,`Ohe`ohe,`Ohe`ohe,,Polyscias gymnocarpa,Listed,Region 1,851,Wherever found,1,Pacific Region,P,Endangered
2934,Flowering Plants,"Manzanita, Morro",Morro manzanita,,Arctostaphylos morroensis,Listed,Region 8,879,Wherever found,8,Pacific Southwest Region,P,Threatened
7421,Flowering Plants,"Taraxacum, California",California taraxacum,,Taraxacum californicum,Listed,Region 8,614,Wherever found,8,Pacific Southwest Region,P,Endangered
4639,Flowering Plants,"Phacelia, DeBeque",DeBeque phacelia,,Phacelia submutica,Listed,Region 6,7220,Wherever found,6,Mountain Prairie Region,P,Threatened
1719,Flowering Plants,Po`e,Po`e,,Portulaca sclerocarpa,Listed,Region 1,806,Wherever found,1,Pacific Region,P,Endangered
7338,Flowering Plants,Alani,Alani,,Melicope zahlbruckneri,Listed,Region 1,775,Wherever found,1,Pacific Region,P,Endangered
6682,Flowering Plants,`Oha wai,`Oha wai,,Clermontia drepanomorpha,Listed,Region 1,533,Wherever found,1,Pacific Region,P,Endangered
4032,Flowering Plants,No common name,No common name,,Remya montgomeryi,Listed,Region 1,1083,Wherever found,1,Pacific Region,P,Endangered
4201,Flowering Plants,"Watercress, Gambel's",Gambel's watercress,,Rorippa gambellii,Listed,Region 8,1145,Wherever found,8,Pacific Southwest Region,P,Endangered
3343,Flowering Plants,"Baccharis, Encinitas",Encinitas baccharis,,Baccharis vanessae,Listed,Region 8,889,Wherever found,8,Pacific Southwest Region,P,Threatened
6868,Flowering Plants,No common name,No common name,,Cyperus pennatiformis,Listed,Region 1,1032,Wherever found,1,Pacific Region,P,Endangered
5829,Flowering Plants,Haha,Haha,,Cyanea lobata,Listed,Region 1,1051,Wherever found,1,Pacific Region,P,Endangered
6018,Flowering Plants,"rock cress, Shale barren",Shale barren rock cress,,Boechera serotina,Listed,Region 5,1076,Wherever found,5,Northeast Region,P,Endangered
855,Flowering Plants,"Joint-vetch, Sensitive",Sensitive joint-vetch,,Aeschynomene virginica,Listed,Region 5,875,Wherever found,5,Northeast Region,P,Threatened
2928,Flowering Plants,Kamanomano,Kamanomano,,Cenchrus agrimonioides,Listed,Region 1,659,Wherever found,1,Pacific Region,P,Endangered
3331,Flowering Plants,"Ambrosia, south Texas",South Texas ambrosia,,Ambrosia cheiranthifolia,Listed,Region 2,624,Wherever found,2,Southwest Region,P,Endangered
5363,Flowering Plants,"Dwarf-flax, Marin",Marin dwarf-flax,,Hesperolinon congestum,Listed,Region 8,730,Wherever found,8,Pacific Southwest Region,P,Threatened
996,Flowering Plants,"Polygala, tiny",Tiny polygala,,Polygala smallii,Listed,Region 4,989,,4,Southeast Region,P,Endangered
7495,Flowering Plants,"Flannelbush, Mexican",Mexican flannelbush,,Fremontodendron mexicanum,Listed,Region 8,1027,Wherever found,8,Pacific Southwest Region,P,Endangered
2940,Flowering Plants,"Hypericum, highlands scrub",Highlands scrub hypericum,,Hypericum cumulicola,Listed,Region 4,740,,4,Southeast Region,P,Endangered
1441,Flowering Plants,"Rose-mallow, Neches River",Neches River rose-mallow,,Hibiscus dasycalyx,Listed,Region 2,6617,Wherever found,2,Southwest Region,P,Threatened
985,Flowering Plants,Ha`iwale,Ha`iwale,,Cyrtandra polyantha,Listed,Region 1,690,Wherever found,1,Pacific Region,P,Endangered
866,Flowering Plants,"Cliffrose, Arizona",Arizona Cliffrose,,Purshia (=Cowania) subintegra,Listed,Region 2,811,Wherever found,2,Southwest Region,P,Endangered
8301,Flowering Plants,"Buckwheat, Ione (incl. Irish Hill)",Ione (incl. Irish Hill) buckwheat,,Eriogonum apricum (incl. var. prostratum),Listed,Region 8,547,Wherever found,8,Pacific Southwest Region,P,Endangered
423,Flowering Plants,No common name,No common name,,Phyllostegia hispida,Listed,Region 1,7229,Wherever found,1,Pacific Region,P,Endangered
8952,Flowering Plants,Naenae,Naenae,,Dubautia kalalauensis,Listed,Region 1,9954,Wherever found,1,Pacific Region,P,Endangered
8325,Flowering Plants,No common name,No common name,,Sanicula mariversa,Listed,Region 1,1146,Wherever found,1,Pacific Region,P,Endangered
5999,Flowering Plants,"Gourd, Okeechobee",Okeechobee gourd,,Cucurbita okeechobeensis ssp. okeechobeensis,Listed,Region 4,914,,4,Southeast Region,P,Endangered
282,Flowering Plants,No common name,No common name,,Schiedea spergulina var. spergulina,Listed,Region 1,1070,Wherever found,1,Pacific Region,P,Threatened
4223,Flowering Plants,"Meadowfoam, Butte County",Butte County meadowfoam,,Limnanthes floccosa ssp. californica,Listed,Region 8,1081,Wherever found,8,Pacific Southwest Region,P,Endangered
8068,Flowering Plants,"Fescue, Guadalupe",Guadalupe fescue,,Festuca ligulata,Listed,Region 2,6782,Wherever found,2,Southwest Region,P,Endangered
7913,Flowering Plants,"Cactus, star",Star cactus,,Astrophytum asterias,Listed,Region 2,513,Wherever found,2,Southwest Region,P,Endangered
8955,Flowering Plants,No common name,No common name,,Lysimachia pendens,Listed,Region 1,9957,Wherever found,1,Pacific Region,P,Endangered
1087,Flowering Plants,"Bluet, Roan Mountain",Roan Mountain bluet,,Hedyotis purpurea var. montana,Listed,Region 4,943,Wherever found,4,Southeast Region,P,Endangered
1673,Flowering Plants,Nohoanu,Nohoanu,,Geranium hillebrandii,Listed,Region 1,3653,Wherever found,1,Pacific Region,P,Endangered
7341,Flowering Plants,No common name,No common name,,Silene alexandri,Listed,Region 1,829,Wherever found,1,Pacific Region,P,Endangered
1348,Flowering Plants,"chinchweed, beardless",beardless chinchweed,,Pectis imberbis,Listed,Region 2,2884,Wherever found,2,Southwest Region,P,Endangered
2300,Flowering Plants,"Prairie-clover, Florida",Florida prairie-clover,,Dalea carthagenensis floridana,Listed,Region 4,5273,,4,Southeast Region,P,Endangered
8957,Flowering Plants,Kolea,Kolea,,Myrsine knudsenii,Listed,Region 1,9959,Wherever found,1,Pacific Region,P,Endangered
9611,Ferns and Allies,No common name,No common name,,Asplenium diellaciniatum,Listed,Region 1,10586,Wherever found,1,Pacific Region,P,Endangered
742,Flowering Plants,Nioi,Nioi,,Eugenia koolauensis,Listed,Region 1,1116,Wherever found,1,Pacific Region,P,Endangered
