species_id,group_name,invname,comname,alt_status,sciname,status_category,region_name,id,abbrev,region_num,region_desc,vip,status
4282,Flowering Plants,"Clover, Monterey",Monterey clover,,Trifolium trichocalyx,Listed,Region 8,856,Wherever found,8,Pacific Southwest Region,P,Endangered
5493,Flowering Plants,`Oha wai,`Oha wai,,Clermontia lindseyana,Listed,Region 1,671,Wherever found,1,Pacific Region,P,Endangered
4886,Flowering Plants,Ihi,Ihi,,Portulaca villosa,Listed,Region 1,3116,Wherever found,1,Pacific Region,P,Endangered
4721,Flowering Plants,"Skullcap, large-flowered",Large-flowered skullcap,,Scutellaria montana,Listed,Region 4,998,Wherever found,4,Southeast Region,P,Threatened
4460,Flowering Plants,"Beargrass, Britton's",Britton's beargrass,,Nolina brittoniana,Listed,Region 4,974,,4,Southeast Region,P,Endangered
4072,Flowering Plants,"Niterwort, Amargosa",Amargosa niterwort,,Nitrophila mohavensis,Listed,Region 8,973,Wherever found,8,Pacific Southwest Region,P,Endangered
813,Flowering Plants,"Four-o'clock, MacFarlane's",MacFarlane's four-o'clock,,Mirabilis macfarlanei,Listed,Region 1,777,Wherever found,1,Pacific Region,P,Threatened
2221,Flowering Plants,"cactus, Tobusch fishhook",Tobusch fishhook cactus,,Sclerocactus brevihamatus ssp. tobuschii,Listed,Region 2,627,Wherever found,2,Southwest Region,P,Threatened
7751,Flowering Plants,"Bladderpod, Dudley Bluffs",Dudley Bluffs bladderpod,,Lesquerella congesta,Listed,Region 6,1125,Wherever found,6,Mountain Prairie Region,P,Threatened
4682,Flowering Plants,"ivesia, Webber's",Webber's ivesia,,Ivesia webberi,Listed,Region 8,2458,Wherever found,8,Pacific Southwest Region,P,Threatened
6470,Flowering Plants,"Lead-plant, Crenulate",Crenulate lead-plant,,Amorpha crenulata,Listed,Region 4,1043,,4,Southeast Region,P,Endangered
8954,Flowering Plants,No common name,No common name,,Lysimachia iniki,Listed,Region 1,9956,Wherever found,1,Pacific Region,P,Endangered
998,Flowering Plants,"Lily, Western",Western lily,,Lilium occidentale,Listed,Region 8,753,Wherever found,8,Pacific Southwest Region,P,Endangered
9247,Flowering Plants,No common name,No common name,,Schiedea jacobii,Listed,Region 1,10232,Wherever found,1,Pacific Region,P,Endangered
1912,Flowering Plants,Na`ena`e,Na`ena`e,,Dubautia plantaginea ssp. magnifolia,Listed,Region 1,3049,Wherever found,1,Pacific Region,P,Endangered
4735,Flowering Plants,"Bully, Everglades",Everglades bully,,Sideroxylon reclinatum ssp. austrofloridense,Listed,Region 4,4395,,4,Southeast Region,P,Threatened
133,Flowering Plants,"leather flower, Morefield''s",Morefield''s leather flower,,Clematis morefieldii,Listed,Region 4,1096,,4,Southeast Region,P,Endangered
6315,Ferns and Allies,"Quillwort, black spored",Black spored quillwort,,Isoetes melanospora,Listed,Region 4,1203,Wherever found,4,Southeast Region,P,Endangered
9616,Flowering Plants,No common name,No common name,,Schiedea diffusa subsp. diffusa,Listed,Region 1,10591,Wherever found,1,Pacific Region,P,Endangered
7801,Flowering Plants,No common name,No common name,,Schiedea nuttallii,Listed,Region 1,1148,Wherever found,1,Pacific Region,P,Endangered
3293,Flowering Plants,"Ceanothus, Pine Hill",Pine Hill ceanothus,,Ceanothus roderickii,Listed,Region 8,525,Wherever found,8,Pacific Southwest Region,P,Endangered
6728,Flowering Plants,"Layia, beach",Beach layia,,Layia carnosa,Listed,Region 8,1122,Wherever found,8,Pacific Southwest Region,P,Threatened
4871,Flowering Plants,"Dudleya, Conejo",Conejo dudleya,,Dudleya abramsii ssp. parva,Listed,Region 8,541,Wherever found,8,Pacific Southwest Region,P,Threatened
4273,Flowering Plants,Haha,Haha,,Cyanea st.-johnii,Listed,Region 1,687,Wherever found,1,Pacific Region,P,Endangered
4198,Flowering Plants,No common name,No common name,,Leptocereus grantianus,Listed,Region 4,1124,Wherever found,4,Southeast Region,P,Endangered
9240,Flowering Plants,haha,haha,,Cyanea maritae,Listed,Region 1,10225,Wherever found,1,Pacific Region,P,Endangered
2751,Flowering Plants,No common name,No common name,,Polyscias lydgatei,Listed,Region 1,7367,Wherever found,1,Pacific Region,P,Endangered
5350,Flowering Plants,"Manzanita, Franciscan",Franciscan manzanita,,Arctostaphylos franciscana,Listed,Region 8,2823,Wherever found,8,Pacific Southwest Region,P,Endangered
9756,Flowering Plants,No common name,No common name,,Maesa walkeri,Listed,Region 1,10723,Wherever found,1,Pacific Region,P,Threatened
1702,Flowering Plants,"Cactus, Arizona hedgehog",Arizona hedgehog cactus,,Echinocereus arizonicus ssp. arizonicus,Listed,Region 2,703,Wherever found,2,Southwest Region,P,Endangered
9287,Flowering Plants,"spineflower, Robust",Robust spineflower,,Chorizanthe robusta var. robusta,Listed,Region 8,10290,Wherever found,8,Pacific Southwest Region,P,Endangered
1614,Flowering Plants,No common name,No common name,,Platydesma remyi,Listed,Region 1,5709,Wherever found,1,Pacific Region,P,Endangered
4062,Flowering Plants,"Butterweed, Layne's",Layne's butterweed,,Senecio layneae,Listed,Region 8,608,Wherever found,8,Pacific Southwest Region,P,Threatened
1576,Flowering Plants,Bariaco,Bariaco,,Trichilia triacantha,Listed,Region 4,1012,Wherever found,4,Southeast Region,P,Endangered
7104,Flowering Plants,No common name,No common name,,Stenogyne campanulata,Listed,Region 1,1156,Wherever found,1,Pacific Region,P,Endangered
8229,Flowering Plants,"Spurge, Garber's",Garber's spurge,,Chamaesyce garberi,Listed,Region 4,663,,4,Southeast Region,P,Threatened
597,Flowering Plants,"Lily, Minnesota dwarf trout",Minnesota dwarf trout lily,,Erythronium propullans,Listed,Region 3,935,Wherever found,3,Midwest Region,P,Endangered
4220,Flowering Plants,Ma`oli`oli,Ma`oli`oli,,Schiedea apokremnos,Listed,Region 1,1065,Wherever found,1,Pacific Region,P,Endangered
4929,Flowering Plants,"Wire-lettuce, Malheur",Malheur wire-lettuce,,Stephanomeria malheurensis,Listed,Region 1,840,Wherever found,1,Pacific Region,P,Endangered
4664,Flowering Plants,Kamakahala,Kamakahala,,Labordia tinifolia var. lanaiensis,Listed,Region 1,1232,Wherever found,1,Pacific Region,P,Endangered
4733,Flowering Plants,"Thoroughwort, Cape Sable",Cape Sable Thoroughwort,,Chromolaena frustrata,Listed,Region 4,8336,,4,Southeast Region,P,Endangered
7675,Flowering Plants,"Milk-vetch, coastal dunes",Coastal dunes milk-vetch,,Astragalus tener var. titi,Listed,Region 8,512,Wherever found,8,Pacific Southwest Region,P,Endangered
4653,Flowering Plants,"Water-willow, Cooley's",Cooley's water-willow,,Justicia cooleyi,Listed,Region 4,744,,4,Southeast Region,P,Endangered
9241,Flowering Plants,haha,haha,,Cyanea mauiensis,Listed,Region 1,10226,Wherever found,1,Pacific Region,P,Endangered
5215,Flowering Plants,No common name,No common name,,Tetramolopium rockii,Listed,Region 1,850,Wherever found,1,Pacific Region,P,Threatened
7342,Flowering Plants,"`Aiakeakua, popolo","`Aiakeakua, popolo",,Solanum sandwicense,Listed,Region 1,833,Wherever found,1,Pacific Region,P,Endangered
2227,Flowering Plants,"Bacora, marron",Marron bacora,,Solanum conocarpum,Listed,Region 4,4551,,4,Southeast Region,P,Endangered
5392,Ferns and Allies,"Fern, Aleutian shield",Aleutian shield fern,,Polystichum aleuticum,Listed,Region 7,1201,Wherever found,7,Alaska Region,P,Endangered
3462,Flowering Plants,"Bittercress, small-anthered",Small-anthered bittercress,,Cardamine micranthera,Listed,Region 4,655,Wherever found,4,Southeast Region,P,Endangered
1622,Flowering Plants,"Checker-mallow, Kenwood Marsh",Kenwood Marsh checker-mallow,,Sidalcea oregana ssp. valida,Listed,Region 8,612,Wherever found,8,Pacific Southwest Region,P,Endangered
4919,Flowering Plants,"Cactus, Pima pineapple",Pima pineapple cactus,,Coryphantha scheeri var. robustispina,Listed,Region 2,911,Wherever found,2,Southwest Region,P,Endangered
8956,Flowering Plants,No common name,No common name,,Lysimachia scopulensis,Listed,Region 1,9958,Wherever found,1,Pacific Region,P,Endangered
3580,Flowering Plants,"Gooseberry, Miccosukee",Miccosukee gooseberry,,Ribes echinellum,Listed,Region 4,817,,4,Southeast Region,P,Threatened
6472,Flowering Plants,Na`ena`e,Na`ena`e,,Dubautia herbstobatae,Listed,Region 1,1054,Wherever found,1,Pacific Region,P,Endangered
3209,Flowering Plants,Kamakahala,Kamakahala,,Labordia pumila,Listed,Region 1,3832,Wherever found,1,Pacific Region,P,Endangered
7998,Flowering Plants,A`e,A`e,,Zanthoxylum oahuense,Listed,Region 1,7979,Wherever found,1,Pacific Region,P,Endangered
3464,Flowering Plants,No common name,No common name,,Gouania hillebrandii,Listed,Region 1,719,Wherever found,1,Pacific Region,P,Endangered
8525,Flowering Plants,loulu,loulu,,Pritchardia munroi,Listed,Region 1,808,Wherever found,1,Pacific Region,P,Endangered
4818,Flowering Plants,"Flannelbush, Pine Hill",Pine Hill flannelbush,,Fremontodendron californicum ssp. decumbens,Listed,Region 8,550,Wherever found,8,Pacific Southwest Region,P,Endangered
7083,Flowering Plants,Haha,Haha,,Cyanea koolauensis,Listed,Region 1,1181,Wherever found,1,Pacific Region,P,Endangered
3335,Flowering Plants,"Paintbrush, San Clemente Island",San Clemente Island Paintbrush,Proposed Delisting,Castilleja grisea,Listed,Region 8,657,Wherever found,8,Pacific Southwest Region,P,Threatened
8181,Flowering Plants,"Pondweed, Little Aguja (=Creek)",Little Aguja (=Creek) Pondweed,,Potamogeton clystocarpus,Listed,Region 2,807,Wherever found,2,Southwest Region,P,Endangered
1916,Ferns and Allies,"Fern, pendant kihi",Pendant kihi fern,,Adenophorus periens,Listed,Region 1,1193,Wherever found,1,Pacific Region,P,Endangered
2950,Flowering Plants,"Ziziphus, Florida",Florida ziziphus,,Ziziphus celata,Listed,Region 4,1234,,4,Southeast Region,P,Endangered
1070,Flowering Plants,Koholapehu,Koholapehu,,Dubautia latifolia,Listed,Region 1,697,Wherever found,1,Pacific Region,P,Endangered
3190,Flowering Plants,No common name,No common name,,Lysimachia venosa,Listed,Region 1,5104,Wherever found,1,Pacific Region,P,Endangered
4599,Flowering Plants,"Jewelflower, California",California jewelflower,,Caulanthus californicus,Listed,Region 8,1078,Wherever found,8,Pacific Southwest Region,P,Endangered
5936,Flowering Plants,"Clarkia, Pismo",Pismo clarkia,,Clarkia speciosa ssp. immaculata,Listed,Region 8,670,Wherever found,8,Pacific Southwest Region,P,Endangered
7486,Flowering Plants,"Thistle, Sacramento Mountains",Sacramento Mountains thistle,,Cirsium vinaceum,Listed,Region 2,906,Wherever found,2,Southwest Region,P,Threatened
3903,Flowering Plants,"Ischaemum, Hilo",Hilo ischaemum,,Ischaemum byrone,Listed,Region 1,951,Wherever found,1,Pacific Region,P,Endangered
7513,Flowering Plants,Haha,Haha,,Cyanea longiflora,Listed,Region 1,1182,Wherever found,1,Pacific Region,P,Endangered
8382,Flowering Plants,"stonecrop, Bartram's",Bartram's stonecrop,,Graptopetalum bartramii,Listed,Region 2,5797,Wherever found,2,Southwest Region,P,Threatened
8231,Flowering Plants,"Ipomopsis, Holy Ghost",Holy Ghost ipomopsis,,Ipomopsis sancti-spiritus,Listed,Region 2,1120,Wherever found,2,Southwest Region,P,Endangered
7749,Flowering Plants,Pu`uka`a,Pu`uka`a,,Cyperus trachysanthos,Listed,Region 1,1108,Wherever found,1,Pacific Region,P,Endangered
1260,Flowering Plants,"Sunshine, Sonoma",Sonoma sunshine,,Blennosperma bakeri,Listed,Region 8,647,Wherever found,8,Pacific Southwest Region,P,Endangered
6161,Flowering Plants,"Allocarya, Calistoga",Calistoga allocarya,,Plagiobothrys strictus,Listed,Region 8,593,Wherever found,8,Pacific Southwest Region,P,Endangered
7145,Flowering Plants,"Dudleya, marcescent",Marcescent dudleya,,Dudleya cymosa ssp. marcescens,Listed,Region 8,542,Wherever found,8,Pacific Southwest Region,P,Threatened
1913,Flowering Plants,"Reedgrass, Hillebrand's",Hillebrand's reedgrass,,Calamagrostis hillebrandii,Listed,Region 1,6632,Wherever found,1,Pacific Region,P,Endangered
849,Flowering Plants,`Oha wai,`Oha wai,,Clermontia peleana,Listed,Region 1,672,Wherever found,1,Pacific Region,P,Endangered
5480,Flowering Plants,"Lupine, Nipomo Mesa",Nipomo Mesa lupine,,Lupinus nipomensis,Listed,Region 8,573,Wherever found,8,Pacific Southwest Region,P,Endangered
5580,Flowering Plants,No common name,No common name,,Sanicula sandwicensis,Listed,Region 1,3784,Wherever found,1,Pacific Region,P,Endangered
1326,Flowering Plants,haha,haha,,Cyanea crispa,Listed,Region 1,1224,Wherever found,1,Pacific Region,P,Endangered
6828,Flowering Plants,"Dudleya, Santa Cruz Island",Santa Cruz Island dudleya,,Dudleya nesiotica,Listed,Region 8,543,Wherever found,8,Pacific Southwest Region,P,Threatened
1616,Flowering Plants,"Bird's beak, palmate-bracted",Palmate-bracted bird's beak,,Cordylanthus palmatus,Listed,Region 8,679,Wherever found,8,Pacific Southwest Region,P,Endangered
4030,Flowering Plants,Ma`oli`oli,Ma`oli`oli,,Schiedea pubescens,Listed,Region 1,2036,Wherever found,1,Pacific Region,P,Endangered
4279,Flowering Plants,Uvillo,Uvillo,,Eugenia haematocarpa,Listed,Region 4,936,Wherever found,4,Southeast Region,P,Endangered
7201,Flowering Plants,"Wild-buckwheat, southern mountain",Southern mountain wild-buckwheat,,Eriogonum kennedyi var. austromontanum,Listed,Region 8,548,Wherever found,8,Pacific Southwest Region,P,Threatened
7220,Flowering Plants,"Reed-mustard, shrubby",Shrubby reed-mustard,,Schoenocrambe suffrutescens,Listed,Region 6,607,Wherever found,6,Mountain Prairie Region,P,Endangered
8453,Flowering Plants,Ohai,Ohai,,Sesbania tomentosa,Listed,Region 1,999,Wherever found,1,Pacific Region,P,Endangered
6270,Flowering Plants,"Daisy, Willamette",Willamette daisy,,Erigeron decumbens,Listed,Region 1,1233,Wherever found,1,Pacific Region,P,Endangered
5707,Flowering Plants,"Sunray, Ash Meadows",Ash Meadows sunray,,Enceliopsis nudicaulis var. corrugata,Listed,Region 8,926,Wherever found,8,Pacific Southwest Region,P,Threatened
7039,Flowering Plants,No common name,No common name,,Agave eggersiana,Listed,Region 4,3671,Wherever found,4,Southeast Region,P,Endangered
3622,Flowering Plants,No common name,No common name,,Cranichis ricartii,Listed,Region 4,1160,Wherever found,4,Southeast Region,P,Endangered
6402,Flowering Plants,"Bluegrass, Hawaiian",Hawaiian bluegrass,,Poa sandvicensis,Listed,Region 1,801,Wherever found,1,Pacific Region,P,Endangered
2235,Flowering Plants,Kula wahine noho,wahine noho Kula,,Isodendrion pyrifolium,Listed,Region 1,741,Wherever found,1,Pacific Region,P,Endangered
6547,Flowering Plants,"Thistle, La Graciosa",La Graciosa thistle,,Cirsium loncholepis,Listed,Region 8,531,Wherever found,8,Pacific Southwest Region,P,Endangered
8097,Flowering Plants,"Irisette, white",White irisette,,Sisyrinchium dichotomum,Listed,Region 4,1153,Wherever found,4,Southeast Region,P,Endangered
1353,Flowering Plants,Hulumoa,Hulumoa,,Korthalsella degeneri,Listed,Region 1,1693,Wherever found,1,Pacific Region,P,Endangered
4590,Flowering Plants,"Milk-vetch, Holmgren",Holmgren milk-vetch,,Astragalus holmgreniorum,Listed,Region 6,1020,Wherever found,6,Mountain Prairie Region,P,Endangered
402,Flowering Plants,Hoawa,Hoawa,,Pittosporum hawaiiense,Listed,Region 1,4007,Wherever found,1,Pacific Region,P,Endangered
3374,Flowering Plants,Kopiko,Kopiko,,Psychotria hexandra ssp. oahuensis,Listed,Region 1,3084,Wherever found,1,Pacific Region,P,Endangered
4440,Flowering Plants,Haiwale,Haiwale,,Cyrtandra waiolani,Listed,Region 1,5991,Wherever found,1,Pacific Region,P,Endangered
7507,Flowering Plants,"Beardtongue, Penland",Penland beardtongue,,Penstemon penlandii,Listed,Region 6,1079,Wherever found,6,Mountain Prairie Region,P,Endangered
9607,Flowering Plants,Heau,Heau,,Exocarpos menziesii,Listed,Region 1,10583,,1,Pacific Region,P,Endangered
4338,Flowering Plants,"Goldfields, Burke's",Burke's goldfields,,Lasthenia burkei,Listed,Region 8,748,Wherever found,8,Pacific Southwest Region,P,Endangered
3933,Lichens,"Lichen, rock gnome",Rock gnome lichen,,Gymnoderma lineare,Listed,Region 4,1220,Wherever found,4,Southeast Region,P,Endangered
3621,Flowering Plants,No common name,No common name,,Vernonia proctorii,Listed,Region 4,1158,Wherever found,4,Southeast Region,P,Endangered
2520,Flowering Plants,"Cactus, Key tree",Key tree cactus,,Pilosocereus robinii,Listed,Region 4,1227,,4,Southeast Region,P,Endangered
2282,Flowering Plants,Cobana negra,Cobana negra,,Stahlia monosperma,Listed,Region 4,1005,Wherever found,4,Southeast Region,P,Threatened
5698,Flowering Plants,No common name,No common name,,Phyllostegia hirsuta,Listed,Region 1,589,Wherever found,1,Pacific Region,P,Endangered
2276,Flowering Plants,No common name,No common name,,Poa siphonoglossa,Listed,Region 1,987,Wherever found,1,Pacific Region,P,Endangered
5811,Flowering Plants,"Mustard, Penland alpine fen",Penland alpine fen mustard,,Eutrema penlandii,Listed,Region 6,713,Wherever found,6,Mountain Prairie Region,P,Threatened
6446,Flowering Plants,`Akoko,`Akoko,,Euphorbia deppeana,Listed,Region 1,1223,Wherever found,1,Pacific Region,P,Endangered
8120,Flowering Plants,"Fritillary, Gentner's",Gentner's Fritillary,,Fritillaria gentneri,Listed,Region 1,551,Wherever found,1,Pacific Region,P,Endangered
7350,Flowering Plants,`Oha wai,`Oha wai,,Clermontia oblongifolia ssp. mauiensis,Listed,Region 1,1098,Wherever found,1,Pacific Region,P,Endangered
3678,Flowering Plants,Haha,Haha,,Cyanea shipmanii,Listed,Region 1,686,Wherever found,1,Pacific Region,P,Endangered
209,Flowering Plants,"Locoweed, Fassett's",Fassett's locoweed,,Oxytropis campestris var. chartacea,Listed,Region 3,977,Wherever found,3,Midwest Region,P,Threatened
3699,Flowering Plants,No common name,No common name,,Amaranthus brownii,Listed,Region 1,499,Wherever found,1,Pacific Region,P,Endangered
2536,Flowering Plants,No common name,No common name,,Stenogyne cranwelliae,Listed,Region 1,6257,Wherever found,1,Pacific Region,P,Endangered
102,Flowering Plants,"Prickly-ash, St. Thomas",St. Thomas prickly-ash,,Zanthoxylum thomasianum,Listed,Region 4,1018,Wherever found,4,Southeast Region,P,Endangered
1277,Flowering Plants,"Jacquemontia, beach",Beach jacquemontia,,Jacquemontia reclinata,Listed,Region 4,953,,4,Southeast Region,P,Endangered
2266,Flowering Plants,"Bluegrass, Napa",Napa bluegrass,,Poa napensis,Listed,Region 8,595,Wherever found,8,Pacific Southwest Region,P,Endangered
2527,Flowering Plants,No common name,No common name,,Myrcia paganii,Listed,Region 4,1033,Wherever found,4,Southeast Region,P,Endangered
198,Flowering Plants,No common name,No common name,,Viola oahuensis,Listed,Region 1,867,Wherever found,1,Pacific Region,P,Endangered
1705,Flowering Plants,No common name,No common name,,Schiedea hookeri,Listed,Region 1,602,Wherever found,1,Pacific Region,P,Endangered
3743,Flowering Plants,"Penny-cress, Kneeland Prairie",Kneeland Prairie penny-cress,,Thlaspi californicum,Listed,Region 8,1010,Wherever found,8,Pacific Southwest Region,P,Endangered
9238,Flowering Plants,"nui, haha",haha nui,,Cyanea horrida,Listed,Region 1,10223,Wherever found,1,Pacific Region,P,Endangered
1565,Flowering Plants,No common name,No common name,,Delissea undulata,Listed,Region 1,538,Wherever found,1,Pacific Region,P,Endangered
1615,Flowering Plants,Olulu,Olulu,,Brighamia insignis,Listed,Region 1,649,Wherever found,1,Pacific Region,P,Endangered
8440,Flowering Plants,"Ceanothus, coyote",Coyote ceanothus,,Ceanothus ferrisae,Listed,Region 8,658,Wherever found,8,Pacific Southwest Region,P,Endangered
131,Flowering Plants,"Heather, mountain golden",Mountain golden heather,,Hudsonia montana,Listed,Region 4,1058,Wherever found,4,Southeast Region,P,Threatened
805,Flowering Plants,"Wild-rice, Texas",Texas wild-rice,,Zizania texana,Listed,Region 2,870,Wherever found,2,Southwest Region,P,Endangered
7222,Flowering Plants,"Checkermallow, Wenatchee Mountains",Wenatchee Mountains checkermallow,,Sidalcea oregana var. calva,Listed,Region 1,611,Wherever found,1,Pacific Region,P,Endangered
5390,Flowering Plants,"Bladderpod, White Bluffs",White Bluffs bladderpod,,Physaria douglasii ssp. tuplashensis,Listed,Region 1,4565,Wherever found,1,Pacific Region,P,Threatened
6016,Flowering Plants,kopa,kopa,,Kadua cordata remyi,Listed,Region 1,1118,Wherever found,1,Pacific Region,P,Endangered
3336,Flowering Plants,"Cycladenia, Jones",Jones Cycladenia,,Cycladenia humilis var. jonesii,Listed,Region 6,689,Wherever found,6,Mountain Prairie Region,P,Threatened
3063,Flowering Plants,"Sedge, white",White sedge,,Carex albida,Listed,Region 8,521,Wherever found,8,Pacific Southwest Region,P,Endangered
4535,Flowering Plants,"Rockcress, Georgia",Georgia rockcress,,Arabis georgiana,Listed,Region 4,6672,Wherever found,4,Southeast Region,P,Threatened
8959,Flowering Plants,No common name,No common name,,Polyscias flynnii,Listed,Region 1,9961,Wherever found,1,Pacific Region,P,Endangered
9759,Flowering Plants,Aplokating-palaoan,Aplokating-palaoan,,Psychotria malaspinae,Listed,Region 1,10726,Wherever found,1,Pacific Region,P,Endangered
4645,Flowering Plants,A`e,A`e,,Zanthoxylum hawaiiense,Listed,Region 1,869,Wherever found,1,Pacific Region,P,Endangered
364,Flowering Plants,"Yerba santa, Lompoc",Lompoc yerba santa,,Eriodictyon capitatum,Listed,Region 8,546,Wherever found,8,Pacific Southwest Region,P,Endangered
6313,Flowering Plants,Ko`oko`olau,Ko`oko`olau,,Bidens amplectens,Listed,Region 1,2278,Wherever found,1,Pacific Region,P,Endangered
860,Flowering Plants,"Mallow, Peter's Mountain",Peter's Mountain mallow,,Iliamna corei,Listed,Region 5,949,Wherever found,5,Northeast Region,P,Endangered
9610,Flowering Plants,No common name,No common name,,Sicyos lanceoloideus,Listed,Region 1,10585,Wherever found,1,Pacific Region,P,Endangered
8128,Flowering Plants,"Gerardia, sandplain",Sandplain gerardia,,Agalinis acuta,Listed,Region 5,876,Wherever found,5,Northeast Region,P,Endangered
8580,Flowering Plants,"Gumplant, Ash Meadows",Ash Meadows gumplant,,Grindelia fraxinipratensis,Listed,Region 8,941,Wherever found,8,Pacific Southwest Region,P,Threatened
8441,Flowering Plants,''Akoko,''Akoko,,Euphorbia halemanui,Listed,Region 1,664,Wherever found,1,Pacific Region,P,Endangered
1678,Conifers and Cycads,"Cypress, Santa Cruz",Santa Cruz cypress,,Cupressus abramsiana,Listed,Region 8,1190,Wherever found,8,Pacific Southwest Region,P,Threatened
745,Flowering Plants,"Walnut (=Nogal), West Indian",West Indian Walnut (=Nogal),,Juglans jamaicensis,Listed,Region 4,1121,Wherever found,4,Southeast Region,P,Endangered
2283,Flowering Plants,No common name,No common name,,Ternstroemia subsessilis,Listed,Region 4,1007,Wherever found,4,Southeast Region,P,Endangered
285,Flowering Plants,"roseroot, Leedy's",Leedy's roseroot,,Rhodiola integrifolia ssp. leedyi,Listed,Region 3,1150,Wherever found,3,Midwest Region,P,Threatened
6343,Flowering Plants,"Potentilla, Hickman's",Hickman's potentilla,,Potentilla hickmanii,Listed,Region 8,596,Wherever found,8,Pacific Southwest Region,P,Endangered
8292,Flowering Plants,"Manzanita, pallid",Pallid manzanita,,Arctostaphylos pallida,Listed,Region 8,505,Wherever found,8,Pacific Southwest Region,P,Threatened
6010,Flowering Plants,"Grass, Tennessee yellow-eyed",Tennessee yellow-eyed grass,,Xyris tennesseensis,Listed,Region 4,1017,Wherever found,4,Southeast Region,P,Endangered
4462,Flowering Plants,"Phlox, Texas trailing",Texas trailing phlox,,Phlox nivalis ssp. texensis,Listed,Region 2,798,Wherever found,2,Southwest Region,P,Endangered
7129,Flowering Plants,Uhi uhi,Uhi uhi,,Mezoneuron kavaiense,Listed,Region 1,518,Wherever found,1,Pacific Region,P,Endangered
4546,Flowering Plants,Na`ena`e,Na`ena`e,,Dubautia waialealae,Listed,Region 1,2154,Wherever found,1,Pacific Region,P,Endangered
7493,Flowering Plants,`Aiea,`Aiea,,Nothocestrum breviflorum,Listed,Region 1,780,Wherever found,1,Pacific Region,P,Endangered
401,Flowering Plants,No common name,No common name,,Phyllostegia helleri,Listed,Region 1,4754,,1,Pacific Region,P,Endangered
722,Flowering Plants,No common name,No common name,,Catesbaea melanocarpa,Listed,Region 4,1092,Wherever found,4,Southeast Region,P,Endangered
8393,Flowering Plants,Pua `ala,Pua `ala,,Brighamia rockii,Listed,Region 1,650,Wherever found,1,Pacific Region,P,Endangered
4232,Ferns and Allies,"Fern, American hart's-tongue",American hart's-tongue fern,,Asplenium scolopendrium var. americanum,Listed,Region 5,1195,Wherever found,5,Northeast Region,P,Threatened
8446,Flowering Plants,"Daisy, Parish's",Parish's daisy,,Erigeron parishii,Listed,Region 8,928,Wherever found,8,Pacific Southwest Region,P,Threatened
1280,Flowering Plants,nehe,nehe,,Lipochaeta micrantha,Listed,Region 1,962,Wherever found,1,Pacific Region,P,Endangered
5362,Flowering Plants,"Mesa-mint, Otay",Otay mesa-mint,,Pogogyne nudiuscula,Listed,Region 8,988,Wherever found,8,Pacific Southwest Region,P,Endangered
105,Flowering Plants,"Aster, Ruth's golden",Ruth's golden aster,,Pityopsis ruthii,Listed,Region 4,1036,Wherever found,4,Southeast Region,P,Endangered
2446,Flowering Plants,Mahoe,Mahoe,,Alectryon macrococcus,Listed,Region 1,621,Wherever found,1,Pacific Region,P,Endangered
9244,Flowering Plants,"bean, sea",sea bean,,Mucuna sloanei var. persericea,Listed,Region 1,10229,Wherever found,1,Pacific Region,P,Endangered
5225,Flowering Plants,"oxytheca, Cushenbury",Cushenbury oxytheca,,Oxytheca parishii var. goodmaniana,Listed,Region 8,1134,Wherever found,8,Pacific Southwest Region,P,Endangered
2412,Flowering Plants,`Ohe,`Ohe,,Joinvillea ascendens ascendens,Listed,Region 1,1709,Wherever found,1,Pacific Region,P,Endangered
5808,Flowering Plants,"Poppy-mallow, Texas",Texas poppy-mallow,,Callirhoe scabriuscula,Listed,Region 2,651,Wherever found,2,Southwest Region,P,Endangered
8445,Flowering Plants,No common name,No common name,,Vigna o-wahuensis,Listed,Region 1,862,Wherever found,1,Pacific Region,P,Endangered
2407,Flowering Plants,nehe,nehe,,Melanthera tenuifolia,Listed,Region 1,963,Wherever found,1,Pacific Region,P,Endangered
887,Ferns and Allies,"Quillwort, mat-forming",Mat-forming quillwort,,Isoetes tegetiformans,Listed,Region 4,1204,Wherever found,4,Southeast Region,P,Endangered
3614,Flowering Plants,"Cactus, San Rafael",San Rafael cactus,,Pediocactus despainii,Listed,Region 6,1034,Wherever found,6,Mountain Prairie Region,P,Endangered
4942,Flowering Plants,"Ayenia, Texas",Texas ayenia,,Ayenia limitaris,Listed,Region 2,1077,Wherever found,2,Southwest Region,P,Endangered
2459,Flowering Plants,"Koki`o, Cooke's",Cooke's koki`o,,Kokia cookei,Listed,Region 1,745,Wherever found,1,Pacific Region,P,Endangered
8953,Flowering Plants,Naenae,Naenae,,Dubautia kenwoodii,Listed,Region 1,9955,Wherever found,1,Pacific Region,P,Endangered
351,Flowering Plants,"Thornmint, San Diego",San Diego thornmint,,Acanthomintha ilicifolia,Listed,Region 8,496,Wherever found,8,Pacific Southwest Region,P,Threatened
6823,Flowering Plants,"silverbush, Blodgett's",Blodgett's silverbush,,Argythamnia blodgettii,Listed,Region 4,5233,,4,Southeast Region,P,Threatened
2237,Flowering Plants,No common name,No common name,,Neraudia sericea,Listed,Region 1,779,Wherever found,1,Pacific Region,P,Endangered
3608,Flowering Plants,"Schiedea, Diamond Head",Diamond Head schiedea,,Schiedea adamantis,Listed,Region 1,821,Wherever found,1,Pacific Region,P,Endangered
